Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
PARKVIEW REGIONAL MEDICAL CENTER,150021,IN,READM-30-PN-HRRP,610.0,,0.8616,15.0,17.5,82.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNION HOSPITAL INC,150023,IN,READM-30-AMI-HRRP,794.0,,0.947,15.7,16.6,122.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
IU HEALTH GOSHEN HOSPITAL,150026,IN,READM-30-PN-HRRP,359.0,,1.0429,15.4,14.8,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HENRY COUNTY MEMORIAL HOSPITAL,150030,IN,READM-30-HIP-KNEE-HRRP,281.0,,0.9452,4.3,4.5,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PORTER REGIONAL HOSPITAL,150035,IN,READM-30-HIP-KNEE-HRRP,650.0,,1.1413,6.1,5.3,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GOOD SAMARITAN HOSPITAL,150042,IN,READM-30-HIP-KNEE-HRRP,,,0.7919,3.9,4.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,150044,IN,READM-30-HIP-KNEE-HRRP,297.0,,1.0444,5.8,5.5,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DEKALB HEALTH,150045,IN,READM-30-PN-HRRP,138.0,,1.0089,14.8,14.7,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
REID HEALTH,150048,IN,READM-30-HIP-KNEE-HRRP,482.0,,1.1414,5.9,5.2,31.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,150051,IN,READM-30-PN-HRRP,626.0,,0.9084,14.6,16.0,85.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE,150057,IN,READM-30-HIP-KNEE-HRRP,1713.0,,0.8562,4.1,4.8,68.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MONROE HOSPITAL,150164,IN,READM-30-HIP-KNEE-HRRP,226.0,,1.0162,5.2,5.1,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PINNACLE HOSPITAL,150166,IN,READM-30-PN-HRRP,,,1.0161,15.5,15.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COMMUNITY HOSPITAL NORTH,150169,IN,READM-30-COPD-HRRP,394.0,,0.9751,18.7,19.2,72.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KONA COMMUNITY HOSPITAL,120019,HI,READM-30-COPD-HRRP,44.0,,1.0515,19.4,18.4,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KONA COMMUNITY HOSPITAL,120019,HI,READM-30-PN-HRRP,135.0,,0.8997,13.1,14.6,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST LUKE'S MAGIC VALLEY RMC,130002,ID,READM-30-PN-HRRP,399.0,,0.94,16.3,17.4,61.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST LUKE'S REGIONAL MEDICAL CENTER,130006,ID,READM-30-COPD-HRRP,364.0,,0.8728,16.5,18.9,51.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,130013,ID,READM-30-HIP-KNEE-HRRP,163.0,,1.2297,6.2,5.1,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST VALLEY MEDICAL CENTER,130014,ID,READM-30-COPD-HRRP,96.0,,0.9957,19.1,19.1,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EASTERN IDAHO REGIONAL MEDICAL CENTER,130018,ID,READM-30-AMI-HRRP,266.0,,0.8856,11.6,13.1,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PORTNEUF MEDICAL CENTER,130028,ID,READM-30-HIP-KNEE-HRRP,580.0,,0.7722,3.6,4.6,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PORTNEUF MEDICAL CENTER,130028,ID,READM-30-PN-HRRP,143.0,,0.9532,14.7,15.5,18.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KOOTENAI HEALTH,130049,ID,READM-30-HIP-KNEE-HRRP,459.0,,0.967,4.5,4.6,20.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ALTON MEMORIAL HOSPITAL,140002,IL,READM-30-AMI-HRRP,104.0,,0.9559,16.7,17.4,15.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PRESENCE SAINT JOSEPH MEDICAL CENTER,140007,IL,READM-30-HF-HRRP,1265.0,,1.2256,28.2,23.0,369.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MT SINAI HOSPITAL MEDICAL CENTER,140018,IL,READM-30-COPD-HRRP,99.0,,1.0113,20.4,20.2,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST MARYS HOSPITAL,140026,IL,READM-30-COPD-HRRP,155.0,,0.9985,20.1,20.1,31.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COPLEY MEMORIAL HOSPITAL,140029,IL,READM-30-PN-HRRP,428.0,,0.8738,14.7,16.8,54.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SHERMAN HOSPITAL,140030,IL,READM-30-HF-HRRP,739.0,,0.9439,19.7,20.8,142.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MERCY HOSPITAL AND MEDICAL CENTER,140158,IL,READM-30-HIP-KNEE-HRRP,,,1.1068,6.3,5.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FHN MEMORIAL HOSPITAL,140160,IL,READM-30-AMI-HRRP,70.0,,0.9936,16.2,16.3,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FHN MEMORIAL HOSPITAL,140160,IL,READM-30-COPD-HRRP,255.0,,1.0791,21.1,19.5,59.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT JAMES HOSPITAL,140161,IL,READM-30-COPD-HRRP,97.0,,0.9397,17.7,18.9,13.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST MARYS HOSPITAL,140166,IL,READM-30-HF-HRRP,495.0,,1.1039,24.1,21.8,125.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LITTLE COMPANY OF MARY HOSPITAL,140179,IL,READM-30-HF-HRRP,761.0,,1.0659,23.7,22.2,184.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTH SHORE HOSPITAL,140181,IL,READM-30-COPD-HRRP,180.0,,1.0437,24.4,23.3,47.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,IL,READM-30-AMI-HRRP,124.0,,1.0233,17.6,17.2,23.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST MARGARET HEALTH - DYER,150090,IN,READM-30-COPD-HRRP,393.0,,1.1248,22.8,20.3,98.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,150109,IN,READM-30-AMI-HRRP,237.0,,0.8759,14.2,16.2,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,150109,IN,READM-30-COPD-HRRP,124.0,,0.9206,20.1,21.8,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,150126,IN,READM-30-AMI-HRRP,238.0,,0.9424,14.7,15.6,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,150126,IN,READM-30-PN-HRRP,494.0,,1.0016,17.0,17.0,84.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COMMUNITY HOSPITAL SOUTH,150128,IN,READM-30-HIP-KNEE-HRRP,492.0,,1.1646,6.5,5.6,35.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COMMUNITY WESTVIEW HOSPITAL,150129,IN,READM-30-HIP-KNEE-HRRP,,,0.9827,5.7,5.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST VINCENT HEART CENTER OF INDIANA LLC,150153,IN,READM-30-PN-HRRP,,,0.939,16.6,17.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST VINCENT CARMEL HOSPITAL INC,150157,IN,READM-30-HF-HRRP,68.0,,0.9959,19.5,19.5,13.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST VINCENT CARMEL HOSPITAL INC,150157,IN,READM-30-PN-HRRP,,,0.961,14.0,14.6,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SWEDISH AMERICAN HOSPITAL,140228,IL,READM-30-COPD-HRRP,433.0,,1.1239,21.0,18.7,99.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT ANTHONY MEDICAL CENTER,140233,IL,READM-30-HF-HRRP,644.0,,0.9303,20.1,21.6,125.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CENTRAL DUPAGE HOSPITAL,140242,IL,READM-30-PN-HRRP,584.0,,0.9104,14.9,16.4,81.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ADVOCATE SOUTH SUBURBAN HOSPITAL,140250,IL,READM-30-PN-HRRP,355.0,,1.0384,19.0,18.3,70.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
COMMUNITY FIRST MEDICAL CENTER,140251,IL,READM-30-COPD-HRRP,385.0,,0.8628,16.9,19.6,55.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GENESIS HEALTH SYSTEM,140275,IL,READM-30-AMI-HRRP,154.0,,0.986,16.1,16.3,24.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,READM-30-HF-HRRP,1203.0,,1.0246,23.1,22.5,279.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ANDERSON HOSPITAL,140289,IL,READM-30-PN-HRRP,318.0,,0.9781,16.2,16.5,50.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SPRING VIEW HOSPITAL,180024,KY,READM-30-HIP-KNEE-HRRP,,,1.0721,5.7,5.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HAZARD ARH REGIONAL MEDICAL CENTER,180029,KY,READM-30-PN-HRRP,473.0,,1.2207,24.1,19.7,128.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST ELIZABETH MEDICAL CENTER NORTH,180035,KY,READM-30-AMI-HRRP,585.0,,0.9777,17.0,17.3,98.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,180040,KY,READM-30-AMI-HRRP,864.0,,1.0957,19.3,17.7,172.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,180040,KY,READM-30-COPD-HRRP,1027.0,,1.0349,20.7,20.0,215.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MEMORIAL HOSPITAL,180043,KY,READM-30-AMI-HRRP,,,0.9685,24.5,25.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PIKEVILLE MEDICAL CENTER,180044,KY,READM-30-COPD-HRRP,498.0,,1.008,21.6,21.4,108.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST ELIZABETH FLORENCE,180045,KY,READM-30-AMI-HRRP,83.0,,1.1262,23.3,20.7,26.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST ELIZABETH FLORENCE,180045,KY,READM-30-COPD-HRRP,368.0,,1.1077,24.3,22.0,97.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAPTIST HEALTH RICHMOND,180049,KY,READM-30-HF-HRRP,95.0,,0.9702,21.9,22.6,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAPTIST HEALTH RICHMOND,180049,KY,READM-30-PN-HRRP,219.0,,1.0194,17.2,16.9,39.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JENNIE STUART MEDICAL CENTER,180051,KY,READM-30-AMI-HRRP,,,1.0332,20.2,19.5,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FLEMING COUNTY HOSPITAL,180053,KY,READM-30-HIP-KNEE-HRRP,,,0.941,3.8,4.1,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
METHODIST HOSPITAL,180056,KY,READM-30-PN-HRRP,323.0,,1.0675,16.9,15.9,59.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANCISCAN ST FRANCIS HEALTH - CARMEL,150182,IN,READM-30-HIP-KNEE-HRRP,,,1.0299,3.4,3.3,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TRINITY MUSCATINE,160013,IA,READM-30-HF-HRRP,90.0,,0.97,19.7,20.3,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
IOWA LUTHERAN HOSPITAL,160024,IA,READM-30-COPD-HRRP,190.0,,0.9347,15.5,16.6,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MERCY HOSPITAL,160029,IA,READM-30-HF-HRRP,401.0,,0.8255,16.4,19.8,55.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GENESIS MEDICAL CENTER-DAVENPORT,160033,IA,READM-30-AMI-HRRP,530.0,,0.8017,13.0,16.3,58.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SARTORI MEMORIAL HOSPITAL,160040,IA,READM-30-HIP-KNEE-HRRP,,,0.996,5.2,5.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY OF IOWA HOSPITAL & CLINICS,160058,IA,READM-30-HIP-KNEE-HRRP,481.0,,0.9642,4.9,5.1,23.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MERCY MEDICAL CENTER-CLINTON,160080,IA,READM-30-AMI-HRRP,203.0,,0.9333,16.0,17.2,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
IOWA METHODIST MEDICAL CENTER,160082,IA,READM-30-HIP-KNEE-HRRP,1984.0,,0.77,3.5,4.5,64.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ALLEN HOSPITAL,160110,IA,READM-30-HIP-KNEE-HRRP,644.0,,1.2049,6.0,5.0,42.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SPENCER MUNICIPAL HOSPITAL,160112,IA,READM-30-PN-HRRP,203.0,,0.9898,13.6,13.8,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAKES REGIONAL HEALTHCARE,160124,IA,READM-30-COPD-HRRP,,,0.9472,14.4,15.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
VIA CHRISTI HOSPITAL PITTSBURG INC,170006,KS,READM-30-PN-HRRP,272.0,,0.8956,14.4,16.0,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HAYS MEDICAL CENTER,170013,KS,READM-30-AMI-HRRP,300.0,,0.8198,12.3,15.0,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
HAYS MEDICAL CENTER,170013,KS,READM-30-COPD-HRRP,266.0,,0.9497,20.6,21.6,51.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RANSOM MEMORIAL HOSPITAL,170014,KS,READM-30-HF-HRRP,79.0,,0.9663,20.2,20.9,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RANSOM MEMORIAL HOSPITAL,170014,KS,READM-30-HIP-KNEE-HRRP,,,0.9702,5.1,5.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RANSOM MEMORIAL HOSPITAL,170014,KS,READM-30-PN-HRRP,151.0,,1.0615,18.6,17.5,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KING'S DAUGHTERS' HEALTH,150069,IN,READM-30-AMI-HRRP,,,1.0103,19.1,18.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KING'S DAUGHTERS' HEALTH,150069,IN,READM-30-HIP-KNEE-HRRP,,,1.1478,5.6,4.8,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"CLINTON COUNTY HOSPITAL, INC",180106,KY,READM-30-HF-HRRP,76.0,,1.125,23.8,21.1,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PARKWAY REGIONAL HOSPITAL,180117,KY,READM-30-COPD-HRRP,,,0.974,17.9,18.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PARKWAY REGIONAL HOSPITAL,180117,KY,READM-30-HF-HRRP,58.0,,1.1059,22.7,20.5,19.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GREENVIEW REGIONAL HOSPITAL,180124,KY,READM-30-PN-HRRP,187.0,,1.1097,16.7,15.1,38.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANKFORT REGIONAL MEDICAL CENTER,180127,KY,READM-30-COPD-HRRP,311.0,,0.9407,17.4,18.5,50.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
FRANKFORT REGIONAL MEDICAL CENTER,180127,KY,READM-30-PN-HRRP,189.0,,1.0902,18.2,16.6,40.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
THREE RIVERS MEDICAL CENTER,180128,KY,READM-30-HF-HRRP,160.0,,1.1537,27.0,23.4,52.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-HF-HRRP,1477.0,,0.8771,18.9,21.6,272.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BAPTIST HEALTH LOUISVILLE,180130,KY,READM-30-PN-HRRP,1408.0,,0.9092,15.1,16.6,206.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,READM-30-HF-HRRP,91.0,,1.0302,22.3,21.6,22.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,READM-30-PN-HRRP,66.0,,0.9796,18.8,19.2,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LAFAYETTE GENERAL MEDICAL CENTER,190002,LA,READM-30-COPD-HRRP,596.0,,1.0311,21.4,20.8,130.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
DAUTERIVE HOSPITAL,190003,LA,READM-30-PN-HRRP,,,0.9685,17.3,17.9,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
THIBODAUX REGIONAL MEDICAL CENTER,190004,LA,READM-30-PN-HRRP,218.0,,0.9669,17.1,17.7,35.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,READM-30-COPD-HRRP,94.0,,0.9587,16.8,17.6,13.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY HEALTH CONWAY,190011,LA,READM-30-HF-HRRP,51.0,,1.0884,21.7,20.0,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST CALCASIEU CAMERON HOSPITAL,190013,LA,READM-30-PN-HRRP,192.0,,0.9419,17.2,18.2,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TECHE REGIONAL MEDICAL CENTER,190014,LA,READM-30-PN-HRRP,131.0,,1.0792,17.5,16.3,28.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"NORTH OAKS MEDICAL CENTER, L L C",190015,LA,READM-30-AMI-HRRP,204.0,,1.087,18.9,17.4,43.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"NORTH OAKS MEDICAL CENTER, L L C",190015,LA,READM-30-PN-HRRP,455.0,,1.0126,19.2,18.9,88.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CHRISTUS ST FRANCES CABRINI HOSPITAL,190019,LA,READM-30-PN-HRRP,579.0,,0.9357,17.0,18.2,94.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LANE REGIONAL MEDICAL CENTER,190020,LA,READM-30-PN-HRRP,271.0,,1.0888,17.9,16.4,54.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAVOY MEDICAL CENTER,190025,LA,READM-30-COPD-HRRP,63.0,,1.0504,20.0,19.0,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
RAPIDES REGIONAL MEDICAL CENTER,190026,LA,READM-30-COPD-HRRP,402.0,,1.0545,21.0,19.9,88.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WEST JEFFERSON MEDICAL CENTER,190039,LA,READM-30-AMI-HRRP,112.0,,1.096,19.7,18.0,27.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MENORAH MEDICAL CENTER,170182,KS,READM-30-PN-HRRP,214.0,,1.0159,15.4,15.2,34.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT LUKE'S SOUTH HOSPITAL,170185,KS,READM-30-AMI-HRRP,87.0,,0.974,14.2,14.5,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SAINT LUKE'S SOUTH HOSPITAL,170185,KS,READM-30-HIP-KNEE-HRRP,697.0,,1.0406,4.8,4.6,34.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",170200,KS,READM-30-COPD-HRRP,93.0,,1.0051,16.8,16.8,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WHITESBURG ARH HOSPITAL,180002,KY,READM-30-PN-HRRP,301.0,,1.0664,19.5,18.3,63.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,180004,KY,READM-30-PN-HRRP,237.0,,0.9649,16.2,16.8,36.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
KING'S DAUGHTERS' MEDICAL CENTER,180009,KY,READM-30-AMI-HRRP,631.0,,1.1013,18.7,17.0,123.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
THE MEDICAL CENTER AT BOWLING GREEN,180013,KY,READM-30-PN-HRRP,671.0,,1.0653,17.4,16.3,121.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
PINEVILLE COMMUNITY HOSPITAL,180021,KY,READM-30-HF-HRRP,222.0,,1.1892,28.1,23.6,73.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LASALLE GENERAL HOSPITAL,190145,LA,READM-30-PN-HRRP,138.0,,1.0665,20.0,18.8,32.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
EAST JEFFERSON GENERAL HOSPITAL,190146,LA,READM-30-AMI-HRRP,218.0,,0.853,15.2,17.8,25.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
GLENWOOD REGIONAL MEDICAL CENTER,190160,LA,READM-30-PN-HRRP,595.0,,1.0838,18.9,17.5,118.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
CITIZENS MEDICAL CENTER,190184,LA,READM-30-HF-HRRP,,,0.958,21.0,22.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WILLIS KNIGHTON BOSSIER HEALTH CENTER,190236,LA,READM-30-AMI-HRRP,150.0,,0.9802,14.7,15.0,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST ELIZABETH HOSPITAL,190242,LA,READM-30-PN-HRRP,111.0,,0.9555,15.2,16.0,14.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOUISIANA HEART HOSPITAL,190250,LA,READM-30-AMI-HRRP,89.0,,1.0207,16.8,16.5,16.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
BEAUREGARD MEMORIAL HOSPITAL,190050,LA,READM-30-PN-HRRP,174.0,,0.9967,16.2,16.3,28.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
JENNINGS AMERICAN LEGION HOSPITAL,190053,LA,READM-30-COPD-HRRP,236.0,,1.0627,19.4,18.3,50.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
ST CATHERINE HOSPITAL,170023,KS,READM-30-COPD-HRRP,67.0,,0.9947,16.9,17.0,11.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
UNIVERSITY OF KANSAS HOSPITAL,170040,KS,READM-30-COPD-HRRP,199.0,,1.0366,20.4,19.6,43.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHWEST MEDICAL CENTER,170068,KS,READM-30-COPD-HRRP,79.0,,0.965,18.3,18.9,12.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
SOUTHWEST MEDICAL CENTER,170068,KS,READM-30-HF-HRRP,,,0.9716,20.6,21.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
STORMONT-VAIL HEALTHCARE,170086,KS,READM-30-COPD-HRRP,827.0,,1.024,19.8,19.3,165.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
NEWTON MEDICAL CENTER,170103,KS,READM-30-AMI-HRRP,,,0.978,16.6,17.0,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
MIAMI COUNTY MEDICAL CENTER,170109,KS,READM-30-PN-HRRP,,,0.937,12.5,13.4,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LABETTE HEALTH,170120,KS,READM-30-COPD-HRRP,118.0,,0.9241,17.2,18.7,15.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"VIA CHRISTI HOSPITALS WICHITA, INC",170122,KS,READM-30-AMI-HRRP,668.0,,0.8558,13.1,15.4,80.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WESLEY MEDICAL CENTER,170123,KS,READM-30-COPD-HRRP,365.0,,0.9552,18.7,19.5,65.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
"VIA CHRISTI HOSPITAL MANHATTAN, INC",170142,KS,READM-30-HF-HRRP,169.0,,0.9453,19.0,20.2,29.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WESTERN PLAINS MEDICAL COMPLEX,170175,KS,READM-30-HIP-KNEE-HRRP,,,0.9732,4.6,4.7,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
WESTERN PLAINS MEDICAL COMPLEX,170175,KS,READM-30-PN-HRRP,183.0,,0.923,14.3,15.5,21.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOGAN MEMORIAL HOSPITAL,180066,KY,READM-30-PN-HRRP,207.0,,0.9541,16.0,16.7,30.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
TAYLOR REGIONAL HOSPITAL,180087,KY,READM-30-AMI-HRRP,,,1.0269,22.8,22.2,,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOURDES HOSPITAL,180102,KY,READM-30-COPD-HRRP,496.0,,0.9943,19.6,19.7,97.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
LOURDES HOSPITAL,180102,KY,READM-30-HF-HRRP,560.0,,0.9205,20.9,22.7,112.0,2011-07-01T00:00:00Z,2014-06-30T00:00:00Z
